graph_order,acronym,name,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh,acronym
1950,MSS,middle suprasylvian gyrus,,,DHBA:AA30558,,2041,0,128,128,1,1,1,MSS
1951,CSS,caudal suprasylvian gyrus,,,DHBA:AA30559,,2042,145,30,180,1,1,1,CSS
1952,InL,insular lobe,insular lobe,InL,DHBA:12176,#E5AB9A,65,149,212,105,1,1,1,InL
1953,LIG,long insular gyri,long insular gyri,LIG,DHBA:12177,#C45539,66,189,21,182,1,1,1,LIG
1954,SIG,short insular gyri,short insular gyri,SIG,DHBA:12178,#D16146,67,174,201,18,1,1,1,SIG
1955,SSx,other surface structures of forebrain,,,DHBA:AA30560,,2043,245,130,48,1,1,1,SSx
1956,ss,semiannular sulcus (amygdaloid sulcus),semiannular sulcus,ss,DHBA:10637,#6D6E70,319,187,65,91,1,1,1,ss
1957,InTh,interthalamic adhesion (massa intermedia),interthalamic adhesion (massa intermedia),InTh,DHBA:12102,#6D6E70,329,138,37,122,1,1,1,InTh
1958,HaTr,habenular triangle,habenular triangle,HaTr,DHBA:13234,#6D6E70,2044,0,0,128,1,1,1,HaTr
1959,InF,infundibular stalk,infundibular stalk,InF,DHBA:10643,#6D6E70,2045,60,180,75,1,1,1,InF
1960,LaT,lamina terminalis,lamina terminalis,LaT,DHBA:12105,#6D6E70,330,126,61,104,1,1,1,LaT
1961,Pell,septum pellucidum,septum pellucidum,Pell,DHBA:12098,#6D6E70,332,137,249,167,1,1,1,Pell
1962,MBSS,surface structures (landmarks) of midbrain,,,DHBA:AA30561,,2046,255,250,200,1,1,1,MBSS
1963,ipf,interpeduncular fossa,interpeduncular fossa,ipf,DHBA:12371,#D0D0D1,2047,128,0,0,1,1,1,ipf
1964,fsmv,frenulum of superior medullary velum,frenulum of the superior medullary velum,fsmv,DHBA:12370,#D0D0D1,2048,70,240,240,1,1,1,fsmv
1965,r3,root of occulomotor nerve,root of oculomotor nerve,r3,DHBA:12376,#D0D0D1,2049,220,190,255,1,1,1,r3
1966,r4,root of trochlear nerve,root of trochlear nerve,r4,DHBA:12377,#D0D0D1,2050,128,0,0,1,1,1,r4
1967,HBSS,surface structures (landmarks) of hindbrain,,,DHBA:AA30562,,2051,255,215,180,1,1,1,HBSS
1968,CbSS,surface structures (landmarks) of cerebellum,surface structures of cerebellum,CbSS,DHBA:12827,#C8C9CA,2052,170,255,195,1,1,1,CbSS
1969,cbf,cerebellar fissures,cerebellar fissures,cbf,DHBA:12828,#6D6E70,2053,128,128,128,1,1,1,cbf
1970,prcf,precentral (postlingual) fissure,precentral (postlingual) fissure,prcf,DHBA:12829,#6D6E70,2054,170,110,40,1,1,1,prcf
1971,pocf,postcentral (preculminate) fissure,postcentral (preculminate) fissure,pocf,DHBA:12830,#6D6E70,2055,60,180,75,1,1,1,pocf
1972,icf,intraculminate fissure,intraculminate fissure,icf,DHBA:266441729,#6D6E70,2056,145,30,180,1,1,1,icf
1973,prif,primary (anterior superior) fissure,primary (anterior superior) fissure,prif,DHBA:12831,#6D6E70,2057,128,0,0,1,1,1,prif
1974,psf,posterior superior (postclival) fissure,posterior superior (postclival) fissure,psf,DHBA:12832,#6D6E70,2058,220,190,255,1,1,1,psf
1975,hof,horizontal (intercrural) fissure,horizontal (intercrural) fissure,hof,DHBA:12833,#6D6E70,2059,170,110,40,1,1,1,hof
1976,apf,ansoparamedian fissure,ansoparamedian fissure,apf,DHBA:266441733,#6D6E70,2060,250,190,212,1,1,1,apf
1977,prpy,prepyramidal (prebiventral) fissure,prepyramidal (prebiventral) fissure,prpy,DHBA:12834,#6D6E70,2061,170,110,40,1,1,1,prpy
1978,ibif,intravbiventral fissure,intravbiventral fissure,ibif,DHBA:146035004,#6D6E70,2062,210,245,60,1,1,1,ibif
1979,popy,secondary (post pyramidal) fissure,secondary (post pyramidal) fissure,popy,DHBA:12835,#6D6E70,2063,0,130,200,1,1,1,popy
1980,polf,posterolateral (postnodular) fissure,posterolateral (postnodular) fissure,polf,DHBA:12836,#6D6E70,2064,170,110,40,1,1,1,polf
1981,CbM,cerebellar morphology,,,DHBA:AA30563,,2065,0,130,200,1,1,1,CbM
1982,CbVe,cerebellar vermis,cerebellar vermis,CBV,DHBA:10658,#76A2D5,388,230,25,75,1,1,1,CbVe
1983,CbH,cerebellar hemisphere,cerebellar hemisphere,CBH,DHBA:10659,#6197D0,392,250,190,212,1,1,1,CbH
1984,CbHpv,paravermis of cerebellar hemisphere,paravermis of cerebellum,CBPV,DHBA:12384,#4A8ECC,393,128,128,0,1,1,1,CbHpv
1985,CbHlr,lateral region of cerebellar hemisphere,,,DHBA:AA30564,,2066,220,190,255,1,1,1,CbHlr
1986,PnSS,surface structures (landmarks) of pons,surface structures of pons,PnSS,DHBA:12856,#C8C9CA,2067,170,255,195,1,1,1,PnSS
1987,bas,basilar sulcus,basilar sulcus,bas,DHBA:12857,#6D6E70,1969,210,245,60,1,1,1,bas
1988,pmed,pontomedullary sulcus,pontomedullary sulcus,pmed,DHBA:12859,#6D6E70,2069,220,190,255,1,1,1,pmed
1989,pmes,pontomesencephalic sulcus,pontomesencephalic sulcus,pmes,DHBA:12860,#6D6E70,2070,255,225,25,1,1,1,pmes
1990,r6,root of abducens nerve,root of abducens nerve,r6,DHBA:12861,#D0D0D1,2071,60,180,75,1,1,1,r6
1991,r7,root of facial nerve,root of facial nerve,r7,DHBA:12862,#D0D0D1,2072,60,180,75,1,1,1,r7
1992,r7m,motor root of facial nerve,motor root of facial nerve,r7m,DHBA:12863,#D0D0D1,2073,245,130,48,1,1,1,r7m
1993,r7in,root of intermediate nerve,root of intermediate nerve,r7in,DHBA:12864,#D0D0D1,2074,0,128,128,1,1,1,r7in
1994,r5,root of trigeminal nerve,root of trigeminal nerve,r5,DHBA:12865,#D0D0D1,2075,70,240,240,1,1,1,r5
1995,r5m,motor root of trigeminal nerve,motor root of trigeminal nerve,r5m,DHBA:12866,#D0D0D1,2076,255,215,180,1,1,1,r5m
1996,r5s,sensory root of trigeminal nerve,sensory root of trigeminal nerve,r5s,DHBA:12867,#D0D0D1,2077,245,130,48,1,1,1,r5s
1997,r8,root of vestibulocochlear nerve,root of vestibulocochlear nerve,r8,DHBA:12868,#D0D0D1,2078,230,25,75,1,1,1,r8
1998,r8co,cochlear root of vestibulocochlear nerve,cochlear root of vestibulocochlear nerve,r8co,DHBA:12870,#D0D0D1,2079,60,180,75,1,1,1,r8co
1999,r8ve,vestibular root of vestibulocochlear nerve,vestibular root of vestibulocochlear nerve,r8ve,DHBA:12869,#D0D0D1,2080,240,50,230,1,1,1,r8ve
2000,rmv,"rostral (anterior, superior) medullary velum",rostral (anterior) medullary velum,rmv,DHBA:12871,#D0D0D1,2081,245,130,48,1,1,1,rmv
2001,MOSS,surface structures (landmarks) of medulla,surface structures of medulla,MOSS,DHBA:12872,#C8C9CA,2082,145,30,180,1,1,1,MOSS
2002,alms,anterolateral medullary sulcus,anterolateral medullary sulcus,alms,DHBA:12873,#6D6E70,2083,128,128,0,1,1,1,alms
2003,pros,preolivary sulcus,preolivary sulcus,pros,DHBA:12874,#6D6E70,2084,245,130,48,1,1,1,pros
2004,cutu,cuneate tubercle,cuneate tubercle,cutu,DHBA:12875,#D0D0D1,2085,230,25,75,1,1,1,cutu
2005,dmms,dorsal (posterior) median medullary sulcus,dorsal (posterior) median medullary sulcus,dmms,DHBA:12876,#6D6E70,2086,230,25,75,1,1,1,dmms
2006,grtu,gracile tubercle (clava),gracile tubercle (clava),grtu,DHBA:12878,#D0D0D1,2087,145,30,180,1,1,1,grtu
2007,cmv,"caudal (posterior, inferior) medullary velum",inferior (caudal) medullary velum,imv,DHBA:12879,#D0D0D1,2088,250,190,212,1,1,1,cmv
2008,dims,dorsal intermedite medullary sulcus,dorsal intermedite medullary sulcus,dims,DHBA:12880,#6D6E70,2089,60,180,75,1,1,1,dims
2009,dlms,dorsal lateral medullary sulcus,dorsal lateral medullary sulcus,dlms,DHBA:12881,#6D6E70,2090,170,255,195,1,1,1,dlms
2010,posos,postolivary sulcus,postolivary sulcus,posos,DHBA:12882,#6D6E70,2091,245,130,48,1,1,1,posos
2011,r11,root of accessory nerve,root of accessory nerve,r11,DHBA:12883,#D0D0D1,2092,170,110,40,1,1,1,r11
2012,r11cr,cranial root of accessory nerve,cranial root of accessory nerve,r11cr,DHBA:12884,#D0D0D1,2093,0,130,200,1,1,1,r11cr
2013,r11sp,spinal root of accessory nerve,spinal root of accessory nerve,r11sp,DHBA:12885,#D0D0D1,2094,220,190,255,1,1,1,r11sp
2014,r12,root of hypoglossal nerve,root of hypoglossal nerve,r12,DHBA:12886,#D0D0D1,2095,60,180,75,1,1,1,r12
2015,r9,root of glossopharyngeal nerve,root of glossopharyngeal nerve,r9,DHBA:12887,#D0D0D1,2096,230,25,75,1,1,1,r9
2016,r10,root of vagus nerve,root of vagus nerve,r10,DHBA:12888,#D0D0D1,2097,250,190,212,1,1,1,r10
2017,vmms,ventral (anterior) median medullary sulcus,ventral (anterior) median medullary sulcus,vmms,DHBA:12889,#D0D0D1,2098,128,0,0,1,1,1,vmms
2018,SpC,spinal cord,,,DHBA:AA30565,,2099,128,128,128,1,1,1,SpC
2019,SpG,gray matter of spinal cord,gray matter of spinal cord,SGM,DHBA:146035048,#C0C1C2,2100,145,30,180,1,1,1,SpG
2020,SpSe,segmentation of spinal cord,,,DHBA:AA30566,,2101,250,190,212,1,1,1,SpSe
2021,SpC,cervical spinal cord,,,DHBA:AA30567,,2099,128,128,128,1,1,1,SpC
2022,SpCd,dorsal horn of cervical spinal cord,,,DHBA:AA30568,,2103,255,250,200,1,1,1,SpCd
2023,SpC1,lamina I of cervical spinal cord,,,DHBA:AA30569,,2104,170,255,195,1,1,1,SpC1
2024,SpC2,lamina II of cervical spinal cord,,,DHBA:AA30570,,2105,128,128,128,1,1,1,SpC2
2025,SpC3-4,lamina III and IV of cervical spinal cord,,,DHBA:AA30571,,2106,255,215,180,1,1,1,SpC3-4
2026,SpC3,lamina III of cervical spinal cord,,,DHBA:AA30572,,2107,0,130,200,1,1,1,SpC3
2027,SpC4,lamina IV of cervical spinal cord,,,DHBA:AA30573,,2108,170,255,195,1,1,1,SpC4
2028,SpC5-6,lamina V and VI of cervical spinal cord,,,DHBA:AA30574,,2109,240,50,230,1,1,1,SpC5-6
2029,SpC5,lamina V of cervical spinal cord,,,DHBA:AA30575,,2110,255,250,200,1,1,1,SpC5
2030,SpC6,lamina VI of cervical spinal cord,,,DHBA:AA30576,,2111,250,190,212,1,1,1,SpC6
2031,LCc,lateral cervical nucleus in cervical spinal cord,,,DHBA:AA30577,,2112,0,0,128,1,1,1,LCc
2032,LSc,lateral spinal nucleus in cervical spinal cord,,,DHBA:AA30578,,2113,170,110,40,1,1,1,LSc
2033,IBc,internal basical nucleus in cervical spinal cord,,,DHBA:AA30579,,2114,0,0,128,1,1,1,IBc
2034,SpCv,ventral horn of cervical spinal cord,,,DHBA:AA30580,,2115,128,128,0,1,1,1,SpCv
2035,SpC7,lamina VII of cervical spinal cord,,,DHBA:AA30581,,2116,240,50,230,1,1,1,SpC7
2036,IMMc,intermediomedial nucleus in cervical spinal cord,,,DHBA:AA30582,,2117,230,25,75,1,1,1,IMMc
2037,CCN,central cervical nucleus in cervical spinal cord,,,DHBA:AA30583,,2118,220,190,255,1,1,1,CCN
2038,SpC7x,other part of SpC7,,,DHBA:AA30584,,2119,255,225,25,1,1,1,SpC7x
2039,SpC8,lamina VIII of cervical spinal cord,,,DHBA:AA30585,,2120,0,0,128,1,1,1,SpC8
2040,SpC9,lamina IX of cervical spinal cord,,,DHBA:AA30586,,2121,220,190,255,1,1,1,SpC9
2041,11Nsp,spinal accessory nucleus,,,DHBA:AA30587,,2122,145,30,180,1,1,1,11Nsp
2042,SpCc,central gray of cervical spinal cord,,,DHBA:AA30588,,2123,170,110,40,1,1,1,SpCc
2043,SpC10,lamina X of cervical spinal cord,,,DHBA:AA30589,,2124,145,30,180,1,1,1,SpC10
2044,SpT,thoracic spinal cord,,,DHBA:AA30590,,2125,230,25,75,1,1,1,SpT
2045,SpTd,dorsal horn of thoracic spinal cord,,,DHBA:AA30591,,2126,0,128,128,1,1,1,SpTd
2046,SpT1,lamina I of thoracic spinal cord,,,DHBA:AA30592,,2127,170,110,40,1,1,1,SpT1
2047,SpT2,lamina II of thoracic spinal cord,,,DHBA:AA30593,,2128,128,128,128,1,1,1,SpT2
2048,SpT3-4,lamina III and IV of thoracic spinal cord,,,DHBA:AA30594,,2129,60,180,75,1,1,1,SpT3-4
2049,SpT3,lamina III of thoracic spinal cord,,,DHBA:AA30595,,2130,220,190,255,1,1,1,SpT3
2050,SpT4,lamina IV of thoracic spinal cord,,,DHBA:AA30596,,2131,170,255,195,1,1,1,SpT4
2051,SpT5-6,lamina V and VI of thoracic spinal cord,,,DHBA:AA30597,,2132,245,130,48,1,1,1,SpT5-6
2052,SpT5,lamina V of thoracic spinal cord,,,DHBA:AA30598,,2133,70,240,240,1,1,1,SpT5
2053,SpT6,lamina VI of thoracic spinal cord,,,DHBA:AA30599,,2134,230,25,75,1,1,1,SpT6
2054,DNt,dorsal (Clarke's) nucleus in thoracic spinal cord,,,DHBA:AA30600,,2135,128,0,0,1,1,1,DNt
2055,LSt,lateral spinal nucleus in thoracic spinal cord,,,DHBA:AA30601,,2136,210,245,60,1,1,1,LSt
2056,SpTv,ventral horn of thoracic spinal cord,,,DHBA:AA30602,,2137,0,130,200,1,1,1,SpTv
2057,SpT7,lamina VII of thoracic spinal cord,,,DHBA:AA30603,,2138,255,250,200,1,1,1,SpT7
2058,IMMt,intermediomedial nucleus in thoracic spinal cord,,,DHBA:AA30604,,2139,210,245,60,1,1,1,IMMt
2059,IMLt,intermediolateral nucleus in thoracic spinal cord,,,DHBA:AA30605,,2140,60,180,75,1,1,1,IMLt
2060,SpT7x,other part of SpT7,,,DHBA:AA30606,,2141,0,130,200,1,1,1,SpT7x
2061,SpT8,lamina VIII of thoracic spinal cord,,,DHBA:AA30607,,2142,128,128,128,1,1,1,SpT8
2062,SpT9,lamina IX of thoracic spinal cord,,,DHBA:AA30608,,2143,128,0,0,1,1,1,SpT9
2063,SpTc,central gray of thoracic spinal cord,,,DHBA:AA30609,,2144,255,225,25,1,1,1,SpTc
2064,SpT10,lamina X of thoracic spinal cord,,,DHBA:AA30610,,2145,240,50,230,1,1,1,SpT10
2065,SpL,lumbar spinal cord,,,DHBA:AA30611,,2146,128,128,0,1,1,1,SpL
2066,SpLd,dorsal horn of lumbar spinal cord,,,DHBA:AA30612,,2147,240,50,230,1,1,1,SpLd
2067,SpL1,lamina I of lumbar spinal cord,,,DHBA:AA30613,,2148,128,0,0,1,1,1,SpL1
2068,SpL2,lamina II of lumbar spinal cord,,,DHBA:AA30614,,2149,210,245,60,1,1,1,SpL2
2069,SpL3-4,lamina III and IV of lumbar spinal cord,,,DHBA:AA30615,,2150,128,128,128,1,1,1,SpL3-4
2070,SpL3,lamina III of lumbar spinal cord,,,DHBA:AA30616,,2151,255,215,180,1,1,1,SpL3
2071,SpL4,lamina IV of lumbar spinal cord,,,DHBA:AA30617,,2152,60,180,75,1,1,1,SpL4
2072,SpL5-6,laminar V and VI of lumbar spinal cord,,,DHBA:AA30618,,2153,220,190,255,1,1,1,SpL5-6
2073,SpL5,lamina V of lumbar spinal cord,,,DHBA:AA30619,,2154,230,25,75,1,1,1,SpL5
2074,SpL6,lamina VI of lumbar spinal cord,,,DHBA:AA30620,,2155,255,250,200,1,1,1,SpL6
2075,DNl,dorsal (Clarke's) nucleus in lumbar spinal cord,,,DHBA:AA30621,,2156,170,255,195,1,1,1,DNl
2076,LSl,lateral spinal nucleus in lumbar spinal cord,,,DHBA:AA30622,,2157,128,128,0,1,1,1,LSl
2077,DCl,dorsal commissural nucleus in lumbar spinal cord,,,DHBA:AA30623,,2158,255,225,25,1,1,1,DCl
2078,PCbl,precerebellar nucleus in lumbar spinal cord,,,DHBA:AA30624,,2159,0,130,200,1,1,1,PCbl
2079,SpLv,ventral horn of lumbar spinal cord,,,DHBA:AA30625,,2160,240,50,230,1,1,1,SpLv
2080,SpL7,lamina VII of lumbar spinal cord,,,DHBA:AA30626,,2161,240,50,230,1,1,1,SpL7
2081,IMLl,intermediolateral nucleus in lumbar spinal cord,,,DHBA:AA30627,,2162,255,215,180,1,1,1,IMLl
2082,IMMl,intermediomedial nucleus in lumbar spinal cord,,,DHBA:AA30628,,2163,245,130,48,1,1,1,IMMl
2083,SpL7x,other part of SpL7,,,DHBA:AA30629,,2164,170,110,40,1,1,1,SpL7x
2084,SpL8,lamina VIII of lumbar spinal cord,,,DHBA:AA30630,,2165,170,255,195,1,1,1,SpL8
2085,SpL9,lamina IX of lumbar spinal cord,,,DHBA:AA30631,,2166,230,25,75,1,1,1,SpL9
2086,SpLc,central gray of lumbar spinal cord,,,DHBA:AA30632,,2167,255,215,180,1,1,1,SpLc
2087,SpL10,lamina X of lumbar spinal cord,,,DHBA:AA30633,,2168,170,110,40,1,1,1,SpL10
2088,SpS,sacral spinal cord,,,DHBA:AA30634,,2169,255,225,25,1,1,1,SpS
2089,SpSd,dorsal horn of sacral spinal cord,,,DHBA:AA30635,,2170,128,0,0,1,1,1,SpSd
2090,SpS1,lamina I of sacral spinal cord,,,DHBA:AA30636,,2171,0,0,128,1,1,1,SpS1
2091,SpS2,lamina II of sacral spinal cord,,,DHBA:AA30637,,2172,0,128,128,1,1,1,SpS2
2092,SpS3-4,lamina III and IV of sacral spinal cord,,,DHBA:AA30638,,2173,255,225,25,1,1,1,SpS3-4
2093,SpS3,lamina III of sacral spinal cord,,,DHBA:AA30639,,2174,0,128,128,1,1,1,SpS3
2094,SpS4,lamina IV of sacral spinal cord,,,DHBA:AA30640,,2175,255,215,180,1,1,1,SpS4
2095,SpS5-6,lamina V and VI of sacral spinal cord,,,DHBA:AA30641,,2176,250,190,212,1,1,1,SpS5-6
2096,SpS5,lamina V of sacral spinal cord,,,DHBA:AA30642,,2177,240,50,230,1,1,1,SpS5
2097,SpS6,lamina VI of sacral spinal cord,,,DHBA:AA30643,,2178,245,130,48,1,1,1,SpS6
2098,LSs,lateral spinal nucleus in sacral spinal cord,,,DHBA:AA30644,,2179,230,25,75,1,1,1,LSs
2099,DCs,dorsal commissural nucleus in sacral spinal cord,,,DHBA:AA30645,,2180,0,128,128,1,1,1,DCs
2100,PCbs,precerebellar nucleus in sacral spinal cord,,,DHBA:AA30646,,2181,0,128,128,1,1,1,PCbs
2101,SpSv,ventral horn of sacral spinal cord,,,DHBA:AA30647,,2182,128,128,128,1,1,1,SpSv
2102,SpS7,lamina VII of sacral spinal cord,,,DHBA:AA30648,,2183,220,190,255,1,1,1,SpS7
2103,IMMs,intermediomedial nucleus sacral spinal cord,,,DHBA:AA30649,,2184,255,215,180,1,1,1,IMMs
2104,PSNs,parasympathetic nucleus in sacral spinal cord,,,DHBA:AA30650,,2185,255,250,200,1,1,1,PSNs
2105,SpS7x,other part of SpS7,,,DHBA:AA30651,,2186,128,128,0,1,1,1,SpS7x
2106,SpS8,lamina VIII of sacral spinal cord,,,DHBA:AA30652,,2187,0,128,128,1,1,1,SpS8
2107,SpS9,lamina IX of sacral spinal cord,,,DHBA:AA30653,,2188,240,50,230,1,1,1,SpS9
2108,ONs,Onuf's nucleus of sacral spinal cord,,,DHBA:AA30654,,2189,240,50,230,1,1,1,ONs
2109,SpSc,central gray of sacral spinal cord,,,DHBA:AA30655,,2190,0,130,200,1,1,1,SpSc
2110,SpS10,lamina X of sacral spinal cord,,,DHBA:AA30656,,2191,0,128,128,1,1,1,SpS10
2111,SpCc,coccygeal spinal cord,,,DHBA:AA30657,,2123,170,110,40,1,1,1,SpCc
2112,SpCcd,dorsal horn of coccygeal spinal cord,,,DHBA:AA30658,,2193,250,190,212,1,1,1,SpCcd
2113,SpCc1,lamina I of coccygeal spinal cord,,,DHBA:AA30659,,2194,170,255,195,1,1,1,SpCc1
2114,SpCc2,lamina II of coccygeal spinal cord,,,DHBA:AA30660,,2195,255,250,200,1,1,1,SpCc2
2115,SpCc3-4,lamina III and IV of coccygeal spinal cord,,,DHBA:AA30661,,2196,170,110,40,1,1,1,SpCc3-4
2116,SpCc3,lamina III of coccygeal spinal cord,,,DHBA:AA30662,,2197,145,30,180,1,1,1,SpCc3
2117,SpCc4,lamina IV of coccygeal spinal cord,,,DHBA:AA30663,,2198,255,250,200,1,1,1,SpCc4
2118,SpCc5-6,lamina V and VI of coccygeal spinal cord,,,DHBA:AA30664,,2199,255,225,25,1,1,1,SpCc5-6
2119,SpCc5,lamina V of coccygeal spinal cord,,,DHBA:AA30665,,2200,170,255,195,1,1,1,SpCc5
2120,SpCc6,lamina VI of coccygeal spinal cord,,,DHBA:AA30666,,2201,170,110,40,1,1,1,SpCc6
2121,SpCcv,ventral horn of coccygeal spinal cord,,,DHBA:AA30667,,2202,70,240,240,1,1,1,SpCcv
2122,SpCc7,lamina VII of coccygeal spinal cord,,,DHBA:AA30668,,2203,240,50,230,1,1,1,SpCc7
2123,SpCc8,lamina VIII of coccygeal spinal cord,,,DHBA:AA30669,,2204,128,0,0,1,1,1,SpCc8
2124,SpCc9,lamina IX of coccygeal spinal cord,,,DHBA:AA30670,,2205,230,25,75,1,1,1,SpCc9
2125,SpCcc,central gray of coccygeal spinal cord,,,DHBA:AA30671,,2206,170,110,40,1,1,1,SpCcc
2126,SpCc10,lamina X of coccygeal spinal cord,,,DHBA:AA30672,,2207,0,130,200,1,1,1,SpCc10
2127,SpGL,general lamination of spinal cord (for users who do not know specific spinal segments),,,DHBA:AA30673,,2208,210,245,60,1,1,1,SpGL
2128,SpDC,dorsal column (horn) of spinal cortex,,,DHBA:AA30674,,2209,60,180,75,1,1,1,SpDC
2129,Sp1,lamina I of spinal cord,,,DHBA:AA30675,,2210,255,215,180,1,1,1,Sp1
2130,Sp2,lamina II of spinal cord,,,DHBA:AA30676,,2211,128,0,0,1,1,1,Sp2
2131,Sp2o,"lamina II of spinal cord, outer part",,,DHBA:AA30677,,2212,245,130,48,1,1,1,Sp2o
2132,Sp2i,"lamina II of spinal cord, inner part",,,DHBA:AA30678,,2213,170,255,195,1,1,1,Sp2i
2133,Sp3,lamina III of spinal cord,,,DHBA:AA30679,,2214,220,190,255,1,1,1,Sp3
2134,Sp4,lamina IV of spinal cord,,,DHBA:AA30680,,2215,70,240,240,1,1,1,Sp4
2135,Sp5,lamina V of spinal cord,,,DHBA:AA30681,,444,42,77,31,1,1,1,Sp5
2136,Sp5L,"lamina V of spinal cord, lateral part",,,DHBA:AA30682,,2217,0,128,128,1,1,1,Sp5L
2137,Sp5M,"lamina V of spinal cord, medial part",,,DHBA:AA30683,,2218,240,50,230,1,1,1,Sp5M
2138,Sp6,lamina VI of spinal cord,,,DHBA:AA30684,,2219,170,110,40,1,1,1,Sp6
2139,Sp6L,"lamina 6 of spinal cord, lateral part",,,DHBA:AA30685,,2220,60,180,75,1,1,1,Sp6L
2140,Sp6M,"lamina 6 of spinal cord, medial part",,,DHBA:AA30686,,2221,230,25,75,1,1,1,Sp6M
2141,LSp,lateral spinal nucleus of spinal cord,,,DHBA:AA30687,,2222,60,180,75,1,1,1,LSp
2142,SpVC,ventral column (horn) of spinal cortex,,,DHBA:AA30688,,2223,255,250,200,1,1,1,SpVC
2143,Sp7,lamina VII of spinal cord,,,DHBA:AA30689,,2224,210,245,60,1,1,1,Sp7
2144,Sp8,lamina VIII of spinal cord,,,DHBA:AA30690,,2225,60,180,75,1,1,1,Sp8
2145,Sp9,lamina IX of spinal cord (spinal motor neurons),,,DHBA:AA30691,,2226,230,25,75,1,1,1,Sp9
2146,PgC,preganglionic motor colum,,,DHBA:AA30692,,2227,250,190,212,1,1,1,PgC
2147,ICl,intercalated nucleus,,,DHBA:AA30693,,2228,230,25,75,1,1,1,ICl
2148,IML,intermediolateral column,,,DHBA:AA30694,,2229,128,128,0,1,1,1,IML
2149,SPS,sacral parasympathetic nucleus,,,DHBA:AA30695,,2230,250,190,212,1,1,1,SPS
2150,LMC,lateral motor column,,,DHBA:AA30696,,2231,170,255,195,1,1,1,LMC
2151,Ad9,adductor motorneurons of lamina IX,,,DHBA:AA30697,,2232,220,190,255,1,1,1,Ad9
2152,Bi9,biceps motorneurons of lamina IX,,,DHBA:AA30698,,2233,0,0,128,1,1,1,Bi9
2153,CEx9,crural extensor motoneurons of lamina IX,,,DHBA:AA30699,,2234,0,130,200,1,1,1,CEx9
2154,CFl9,crural flexor motoneurons of lamina IX,,,DHBA:AA30700,,2235,0,128,128,1,1,1,CFl9
2155,De9,deltoid motorneurons of lamina IX,,,DHBA:AA30701,,2236,250,190,212,1,1,1,De9
2156,FEx9,forearm extensor motorneurons of lamina IX,,,DHBA:AA30702,,2237,0,0,128,1,1,1,FEx9
2157,FFl9,forearm flexor motorneurons of lamina IX,,,DHBA:AA30703,,2238,255,225,25,1,1,1,FFl9
2158,Gl9,gluteal motoneurons of lamina IX,,,DHBA:AA30704,,2239,0,128,128,1,1,1,Gl9
2159,Hm9,hamstring motoneurons of lamina IX,,,DHBA:AA30705,,2240,210,245,60,1,1,1,Hm9
2160,LD9,latissimus dorsi motorneurons of lamina IX,,,DHBA:AA30706,,2241,240,50,230,1,1,1,LD9
2161,Man9,manus motoneurons of lamina IX,,,DHBA:AA30707,,2242,0,128,128,1,1,1,Man9
2162,Pe9,pectoral muscle motorneurons of lamina IX,,,DHBA:AA30708,,2243,145,30,180,1,1,1,Pe9
2163,Pes9,Pes motoneurons of lamina IX,,,DHBA:AA30709,,2244,128,128,128,1,1,1,Pes9
2164,Ps9,psoas motoneurons of lamina IX,,,DHBA:AA30710,,2245,245,130,48,1,1,1,Ps9
2165,Q9,quadriceps motoneurons of lamina IX,,,DHBA:AA30711,,2246,255,225,25,1,1,1,Q9
2166,SI9,supraspinatus and infraspinatus motorneurons of lamina IX,,,DHBA:AA30712,,2247,0,130,200,1,1,1,SI9
2167,Tr9,triceps motorneurons of lamina IX,,,DHBA:AA30713,,2248,240,50,230,1,1,1,Tr9
2168,MMC,median motor column,,,DHBA:AA30714,,2249,250,190,212,1,1,1,MMC
2169,Ax9,axial muscle motorneurons of lamina IX,,,DHBA:AA30715,,2250,250,190,212,1,1,1,Ax9
2170,Cr9,cremaster motoneurons of lamina IX,,,DHBA:AA30716,,2251,230,25,75,1,1,1,Cr9
2171,ExA9,external anal sphincter motoneurons of lamina IX,,,DHBA:AA30717,,2252,0,0,128,1,1,1,ExA9
2172,ExU9,external urethral sphincter motoneurons of lamina IX,,,DHBA:AA30718,,2253,210,245,60,1,1,1,ExU9
2173,LS9,levator scapulae motorneurons of lamina IX,,,DHBA:AA30719,,2254,145,30,180,1,1,1,LS9
2174,Rh9,rhomboid muscle motorneurons of lamina IX,,,DHBA:AA30720,,2255,128,0,0,1,1,1,Rh9
2175,HMC,hypaxial motor column,,,DHBA:AA30721,,2256,60,180,75,1,1,1,HMC
2176,ICo9,intercostal muscle motoneurons of lamina IX,,,DHBA:AA30722,,2257,128,128,0,1,1,1,ICo9
2177,IH9,infrahyoid muscle motorneurons of lamina IX,,,DHBA:AA30723,,2258,220,190,255,1,1,1,IH9
2178,QL9,quadratus lumborum motoneurons of lamina IX,,,DHBA:AA30724,,2259,170,255,195,1,1,1,QL9
2179,Sr9,serratus anterior motorneurons of lamina IX,,,DHBA:AA30725,,2260,0,128,128,1,1,1,Sr9
2180,Tail9,tail muscle motoneurons of lamina IX,,,DHBA:AA30726,,2261,255,250,200,1,1,1,Tail9
2181,ThAb9,thoracoabdominal wall muscle motoneurons of lamina IX,,,DHBA:AA30727,,2262,128,128,0,1,1,1,ThAb9
